"comppct_l"|"comppct_r"|"comppct_h"|"compname"|"compkind"|"majcompflag"|"otherph"|"localphase"|"slope_l"|"slope_r"|"slope_h"|"slopelenusle_l"|"slopelenusle_r"|"slopelenusle_h"|"runoff"|"tfact"|"wei"|"weg"|"erocl"|"earthcovkind1"|"earthcovkind2"|"hydricon"|"hydricrating"|"drainagecl"|"elev_l"|"elev_r"|"elev_h"|"aspectccwise"|"aspectrep"|"aspectcwise"|"geomdesc"|"albedodry_l"|"albedodry_r"|"albedodry_h"|"airtempa_l"|"airtempa_r"|"airtempa_h"|"map_l"|"map_r"|"map_h"|"reannualprecip_l"|"reannualprecip_r"|"reannualprecip_h"|"ffd_l"|"ffd_r"|"ffd_h"|"nirrcapcl"|"nirrcapscl"|"nirrcapunit"|"irrcapcl"|"irrcapscl"|"irrcapunit"|"cropprodindex"|"constreeshrubgrp"|"wndbrksuitgrp"|"rsprod_l"|"rsprod_r"|"rsprod_h"|"foragesuitgrpid"|"wlgrain"|"wlgrass"|"wlherbaceous"|"wlshrub"|"wlconiferous"|"wlhardwood"|"wlwetplant"|"wlshallowwat"|"wlrangeland"|"wlopenland"|"wlwoodland"|"wlwetland"|"soilslippot"|"frostact"|"initsub_l"|"initsub_r"|"initsub_h"|"totalsub_l"|"totalsub_r"|"totalsub_h"|"hydgrp"|"corcon"|"corsteel"|"taxclname"|"taxorder"|"taxsuborder"|"taxgrtgroup"|"taxsubgrp"|"taxpartsize"|"taxpartsizemod"|"taxceactcl"|"taxreaction"|"taxtempcl"|"taxmoistscl"|"taxtempregime"|"soiltaxedition"|"castorieindex"|"flecolcomnum"|"flhe"|"flphe"|"flsoilleachpot"|"flsoirunoffpot"|"fltemik2use"|"fltriumph2use"|"indraingrp"|"innitrateleachi"|"misoimgmtgrp"|"vasoimgtgrp"|"mukey"|"cokey"
0|5|10|"Darco"|"Series"|"No "|""|""|1|3|5|49|61|91|""||||"Class 1"|""|""|""|"No"|"Somewhat excessively drained"|122|176|229|80|150|220|"interfluves on coastal plains"||||17|18|19|1041|1219|1397||||235|253|270||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Grossarenic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Grossarenic Paleudults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578211|24242602
0|5|10|"Tenaha"|"Series"|"No "|""|""|5|10|15|21|37|49|""||||"Class 1"|""|""|""|"No"|"Well drained"|122|176|229|80|150|220|"interfluves on coastal plains"||||17|18|19|1041|1219|1397||||235|253|270||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Arenic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Arenic Hapludults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578211|24242603
80|85|100|"Cuthbert"|"Series"|"Yes"|""|""|5|10|15|21|37|48|"Very high"|3|56|5|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|122|176|229|80|150|220|"interfluves on coastal plains"||0.23||17|18|19|1041|1219|1397||||235|253|270|6|"e"||6|"e"|||"4ca"|||||||||||||||||||"None"|0|0|0|0|0|0|"C"|"High"|"Moderate"|"Fine, mixed, semiactive, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"fine"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578211|24242604
0|3|5|"Tenaha"|"Series"|"No "|""|""|1|3|5|49|61|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|122|176|229|80|150|220|"interfluves on coastal plains"||||17|18|19|1016|1219|1422||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Arenic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Arenic Hapludults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578210|24242777
90|95|100|"Cuthbert"|"Series"|"Yes"|""|""|15|28|40|15|15|21|"Very high"|3|86|3|"Class 1"|"Tree cover"|""|""|"No"|"Well drained"|122|176|229|80|150|220|"interfluves on coastal plains"||0.23||17|18|19|1016|1219|1422||||235|253|270|7|"s"|||""|||"6a"|||||||||||||||||||"None"|0|0|0||||"C"|"High"|"Moderate"|"Clayey, mixed, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"clayey"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578210|24242778
0|2|5|"Iulus"|"Series"|"No "|""|""|0|0.5|1|30|30|61|""||||"Class 1"|""|""|""|"No"|"Moderately well drained"|122|176|229|80|150|220|"flood plains on coastal plains"||||17|18|19|1016|1219|1422||||211|218|237||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Coarse-loamy, siliceous, active, thermic Fluvaquentic Dystrudepts"|"Inceptisols"|"Udepts"|"Dystrudepts"|"Fluvaquentic Dystrudepts"|"coarse-loamy"|"not used"|"active"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578210|24242779
60|80|100|"Cuthbert"|"Series"|"Yes"|""|""|15|25|35|15|15|21|"Very high"|3|86|3|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|74|136|205|80|150|220|"interfluves on coastal plains"||0.29||12|19|25|1124|1184|1217||||230|243|254|7|"e"||7|"e"|||"4sa"|||||||||||||||||||"None"|0|0|0|0|0|0|"C"|"High"|"Moderate"|"Fine, mixed, semiactive, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"fine"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"thirteenth edition"|||||||"N/A"|"N/A"|||||578209|24242800
0|10|20|"Tenaha"|"Series"|"No "|""|""|5|8|15|21|40|49|""||||"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|74|136|205|80|150|220|"interfluves on coastal plains"||||12|19|25|1124|1184|1217||||230|243|254||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Arenic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Arenic Hapludults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"thirteenth edition"|||||||"N/A"|"N/A"|||||578209|24242801
0|10|20|"Darco"|"Series"|"No "|""|""|8|10|15|21|37|40|""||||"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Somewhat excessively drained"|74|136|205|80|150|220|"interfluves on coastal plains"||||12|19|25|1124|1184|1217||||230|243|254||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||"A"|""|""|"Loamy, siliceous, semiactive, thermic Grossarenic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Grossarenic Paleudults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"thirteenth edition"|||||||"N/A"|"N/A"|||||578209|24242802
80|85|100|"Cuthbert"|"Series"|"Yes"|""|""|5|10|15|21|37|48|"High"|5|86|3|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|122|176|229|80|150|220|"interfluves on coastal plains"||0.29||17|18|19|1041|1219|1397||||235|255|270|6|"e"||6|"e"|||"4sa"|||||||||||||||||||"None"|0|0|0|0|0|0|"C"|"High"|"High"|"Fine, mixed, semiactive, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"fine"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578208|24242924
0|5|10|"Tenaha"|"Series"|"No "|""|""|5|10|15|21|37|49|""||||"Class 1"|""|""|""|"No"|"Well drained"|122|176|229|80|150|220|"coastal plains, interfluves"||||17|18|19|1041|1219|1397||||235|255|270||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Arenic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Arenic Hapludults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578208|24242925
0|5|10|"Bowie"|"Series"|"No "|""|""|5|10|15|21|37|49|""||||"Class 1"|""|""|""|"No"|"Well drained"|122|176|229|80|150|220|"coastal plains, interfluves"||||17|18|19|1041|1219|1397||||235|255|270||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine-loamy, siliceous, semiactive, thermic Plinthic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Plinthic Paleudults"|"fine-loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578208|24242926
0|5|10|"Darco"|"Series"|"No "|""|""|5|10|15|21|37|49|""||||"Class 1"|""|""|""|"No"|"Well drained"|122|176|229|80|150|220|"coastal plains, interfluves"||||17|18|19|1041|1219|1397||||235|255|270||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Grossarenic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Grossarenic Paleudults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578208|24242927
0|3|5|"Sacul"|"Series"|"No "|""|""|1|3|5|49|61|91|""||||"Class 1"|""|""|""|"No"|"Moderately well drained"|46|115|183|0|135|360|"interfluves on coastal plains"||||16|18|21|1016|1270|1473||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, mixed, active, thermic Aquic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Aquic Hapludults"|"fine"|"not used"|"active"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578206|24242931
0|3|8|"Lilbert"|"Series"|"No "|""|""|1|3|5|49|61|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|46|115|183|0|135|360|"interfluves on coastal plains"||||16|18|21|1016|1270|1473||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Arenic Plinthic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Arenic Plinthic Paleudults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578206|24242932
0|2|5|"Kirvin"|"Series"|"No "|""|""|1|3|5|49|61|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|46|115|183|0|135|360|"interfluves on coastal plains"||||16|18|21|1016|1270|1473||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, mixed, semiactive, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"fine"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578206|24242933
0|2|4|"Kullit"|"Series"|"No "|""|""|1|2|3|61|61|91|""||||"Class 1"|""|""|""|"No"|"Moderately well drained"|46|115|183|0|135|360|"interfluves on coastal plains"||||16|18|21|1016|1270|1473||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine-loamy, siliceous, semiactive, thermic Aquic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Aquic Paleudults"|"fine-loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578206|24242934
80|90|100|"Bowie"|"Series"|"Yes"|""|""|1|3|5|49|61|91|"Low"|5|86|3|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|46|115|183|0|135|360|"interfluves on coastal plains"||0.23||16|18|21|1016|1270|1473||||220|235|250|3|"e"||3|"e"|||"1a"|||||||||||||||||||"None"|0|0|0|0|0|0|"B"|"Moderate"|"High"|"Fine-loamy, siliceous, semiactive, thermic Plinthic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Plinthic Paleudults"|"fine-loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578206|24242935
0|3|5|"Mollville"|"Series"|"No "|""|""|0|0.5|1|30|30|61|"Negligible"||||"Class 1"|"Tree cover"|""|"Wooded under natural conditions"|"Yes"|"Poorly drained"|2|16|30|80|150|220|"depressions on stream terraces on coastal plains"||||16|19|21|1143|1359|1575||||||||""|||""|||"10"|||||||||||||||||||"None"|||||||""|""|""|"Fine-loamy, siliceous, active, thermic Typic Glossaqualfs"|"Alfisols"|"Aqualfs"|"Glossaqualfs"|"Typic Glossaqualfs"|"fine-loamy"|"not used"|"active"|""|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578205|24242649
95|97|100|"Bienville"|"Series"|"Yes"|""|""|0|1|2|30|61|91|"Very low"|5|134|2|"Class 1"|"Grass/herbaceous cover"|""|""|"No"|"Somewhat excessively drained"|2|16|30|80|150|220|"stream terraces on coastal plains"||0.23||16|19|21|1143|1359|1575||||220|260|300|2|"s"|||""|||"7s"|||||||||||||||||||"None"|0|0|0||||"A"|"High"|"Low"|"Siliceous, thermic Psammentic Paleudalfs"|"Alfisols"|"Udalfs"|"Paleudalfs"|"Psammentic Paleudalfs"|"not used"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578205|24242650
0|5|8|"Darco"|"Series"|"No "|""|""|1|3|5|49|61|91|"Negligible"||||"Class 1"|""|""|""|"No"|"Somewhat excessively drained"|29|117|137|0|135|360|"interfluves on coastal plains"||||15|18|24|1016|1372|1700||||208|231|276||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Grossarenic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Grossarenic Paleudults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"thirteenth edition"|||||||"N/A"|"N/A"|||||578204|24242662
0|5|7|"Tonkawa"|"Series"|"No "|""|""|1|3|5|49|61|91|"Negligible"||||"Class 1"|""|""|""|"No"|"Excessively drained"|29|117|137|0|135|360|"interfluves on coastal plains"||||15|18|24|1016|1372|1700||||208|231|276||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Thermic, coated Typic Quartzipsamments"|"Entisols"|"Psamments"|"Quartzipsamments"|"Typic Quartzipsamments"|"not used"|"not used"|"not used"|"not used"|"thermic"|"Typic"|"thermic"|"thirteenth edition"|||||||"N/A"|"N/A"|||||578204|24242663
85|90|100|"Betis"|"Series"|"Yes"|""|""|1|3|5|49|61|91|"Negligible"|5|134|2|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Somewhat excessively drained"|29|117|137|0|135|360|"interfluves on coastal plains"||0.16||15|18|24|1016|1372|1700||||208|231|276|4|"e"||4|"e"|||"7s"|||||||||||||||||||"None"|0|0|0|0|0|0|"A"|"High"|"Low"|"Sandy, siliceous, thermic Lamellic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Lamellic Paleudults"|"sandy"|"not used"|"not used"|"not used"|"thermic"|"Typic"|"thermic"|"thirteenth edition"|||||||"N/A"|"N/A"|||||578204|24242664
0|5|10|"Kirvin"|"Series"|"No "|""|""|2|3|5|49|61|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|61|115|168|80|150|220|"interfluves on coastal plains"||||18|19|20|1016|1118|1219||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, mixed, semiactive, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"fine"|"not used"|"semiactive"|""|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578203|24243041
0|5|10|"Cuthbert"|"Series"|"No "|""|""|5|10|15|21|37|49|""||||"Class 1"|""|""|""|"No"|"Well drained"|61|115|168|80|150|220|"interfluves on coastal plains"||||18|19|20|1016|1118|1219||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, mixed, semiactive, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"fine"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578203|24243042
80|90|100|"Bernaldo"|"Series"|"Yes"|""|""|5|7|8|40|43|49|"Medium"|5|86|3|"Class 1"|"Tree cover"|""|""|"No"|"Well drained"|61|115|168|80|150|220|"stream terraces on coastal plains"||0.23||18|19|20|1016|1118|1219||||240|250|260|4|"e"|||""|||"3"|||||||||||||||||||"None"|0|0|0||||"B"|"Moderate"|"Moderate"|"Fine-loamy, siliceous, thermic Glossic Paleudalfs"|"Alfisols"|"Udalfs"|"Paleudalfs"|"Glossic Paleudalfs"|"fine-loamy"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578203|24243043
0|2|5|"Sawlit"|"Series"|"No "|""|""|0|1|2|30|61|91|""||||"Class 1"|""|""|""|"No"|"Moderately well drained"|61|115|168|80|150|220|"interfluves on coastal plains"||||18|19|20|1016|1118|1219||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine-loamy, siliceous, active, thermic Aquic Glossudalfs"|"Alfisols"|"Udalfs"|"Glossudalfs"|"Aquic Glossudalfs"|"fine-loamy"|"not used"|"active"|""|"thermic"|""|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578202|24242646
0|3|5|"Alazan"|"Series"|"No "|""|""|0|1|2|30|61|91|""||||"Class 1"|""|""|""|"No"|"Moderately well drained"|61|115|168|80|150|220|"stream terraces on coastal plains"||||18|19|20|1016|1118|1219||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine-loamy, siliceous, semiactive, thermic Aquic Glossudalfs"|"Alfisols"|"Udalfs"|"Glossudalfs"|"Aquic Glossudalfs"|"fine-loamy"|"not used"|"semiactive"|""|"thermic"|""|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578202|24242647
90|95|100|"Bernaldo"|"Series"|"Yes"|""|""|1|2|3|61|61|91|"Low"|5|86|3|"Class 1"|"Grass/herbaceous cover"|""|""|"No"|"Well drained"|61|115|168|80|150|220|"stream terraces on coastal plains"||0.23||18|19|20|1016|1118|1219||||240|250|260|2|"e"|||""|||"3"|||||||||||||||||||"None"|0|0|0||||"B"|"Moderate"|"Moderate"|"Fine-loamy, siliceous, thermic Glossic Paleudalfs"|"Alfisols"|"Udalfs"|"Paleudalfs"|"Glossic Paleudalfs"|"fine-loamy"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578202|24242648
85|90|100|"Attoyac"|"Series"|"Yes"|""|""|8|12|15|21|30|40|"Medium"|5|86|3|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|40.5|67.1|139.9|80|150|220|"stream terraces on coastal plains"||0.3||12.2|18.7|25.3|1188|1290|1393||||240|244|251|2|"e"||2|"e"|||"3"|||||||||||||||||||"None"|0|0|0|0|0|0|"B"|"Moderate"|"Moderate"|"Fine-loamy, siliceous, semiactive, thermic Typic Paleudalfs"|"Alfisols"|"Udalfs"|"Paleudalfs"|"Typic Paleudalfs"|"fine-loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"thirteenth edition"|||||||"N/A"|"N/A"|||||578201|24242905
0|5|10|"Cuthbert"|"Series"|"No "|""|""|5|10|15|21|37|49|""||||"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|40.5|67.1|139.9|80|150|220|"interfluves on coastal plains"||||12.2|18.7|25.3|1188|1290|1393||||240|244|251||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, mixed, semiactive, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"fine"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"thirteenth edition"|||||||"N/A"|"N/A"|||||578201|24242906
0|5|10|"Kirvin"|"Series"|"No "|""|""|2|3|5|49|61|91|""||||"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|40.5|67.1|139.9|80|150|220|"interfluves on coastal plains"||||12.2|18.7|25.3|1188|1290|1393||||240|244|251||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, mixed, semiactive, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"fine"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"thirteenth edition"|||||||"N/A"|"N/A"|||||578201|24242907
0|5|10|"Bernaldo"|"Series"|"No "|""|""|1|2|3|61|61|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|76|112|168|80|150|220|"stream terraces on coastal plains"|||||||1016|1092|1168||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine-loamy, siliceous, semiactive, thermic Glossic Paleudalfs"|"Alfisols"|"Udalfs"|"Paleudalfs"|"Glossic Paleudalfs"|"fine-loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578200|24242590
90|95|100|"Attoyac"|"Series"|"Yes"|""|""|1|2|3|60|91|91|"Low"|5|86|3|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|76|122|168|80|150|220|"stream terraces on coastal plains"||0.29||18|19|20|1016|1092|1168||||240|250|260|2|"e"||2|"e"|||"3"|||||||||||||||||||"None"|0|0|0|0|0|0|"B"|"Moderate"|"Moderate"|"Fine-loamy, siliceous, semiactive, thermic Typic Paleudalfs"|"Alfisols"|"Udalfs"|"Paleudalfs"|"Typic Paleudalfs"|"fine-loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578200|24242591
0|5|10|"Catuna"|"Series"|"No "|""|""|0|0.5|1|30|30|61|"High"|5|48|6|"None - deposition"|"Tree cover"|"Hardwoods"|"Wooded under natural conditions"|"Yes"|"Poorly drained"|58|96|134|80|150|220|"depressions on interfluves on coastal plains"||0.23||18|19|19|1016|1092|1168||||235|243|250|4|"w"||4|"w"|||"10"|||||||||||||||||||"None"|0|0|0|0|0|0|"C/D"|"High"|"High"|"Fine-silty, siliceous, active, thermic Typic Epiaqualfs"|"Alfisols"|"Aqualfs"|"Epiaqualfs"|"Typic Epiaqualfs"|"fine-silty"|"not used"|"active"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578247|24242792
35|40|45|"Sawtown"|"Series"|"Yes"|""|""|0|1|2|30|61|91|"Very low"|5|56|5|"Class 1"|"Grass/herbaceous cover"|""|""|"No"|"Well drained"|58|96|134|80|150|220|"marine terraces on interfluves on coastal plains"||0.23||18|19|19|1016|1092|1168||||235|243|250|2|"e"|||""|||"3"|||||||||||||||||||"None"|0|0|0||||"B"|"High"|"High"|"Fine-loamy, siliceous, thermic Typic Glossudalfs"|"Alfisols"|"Udalfs"|"Glossudalfs"|"Typic Glossudalfs"|"fine-loamy"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578247|24242793
50|55|60|"Sawlit"|"Series"|"Yes"|""|""|0|1|2|30|61|91|"High"|5|56|5|"Class 1"|"Grass/herbaceous cover"|""|""|"No"|"Moderately well drained"|58|96|134|80|150|220|"marine terraces on interfluves on coastal plains"||0.23||18|19|19|1016|1092|1168||||235|243|250|2|"w"|||""|||"1"|||||||||||||||||||"None"|0|0|0||||"C"|"High"|"High"|"Fine-loamy, siliceous, thermic Aquic Glossudalfs"|"Alfisols"|"Udalfs"|"Glossudalfs"|"Aquic Glossudalfs"|"fine-loamy"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578247|24242794
75|80|85|"Tenaha"|"Series"|"Yes"|""|""|8|12|15|21|30|40|"Low"|4|134|2|"Class 1"|"Tree cover"|""|""|"No"|"Well drained"|91|137|183|80|150|220|"interfluves on coastal plains"||0.09||18|19|20|1016|1143|1270||||240|253|265|6|"e"|||""|||"7"|||||||||||||||||||"None"|0|0|0||||"B"|"High"|"Moderate"|"Loamy, siliceous, thermic Arenic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Arenic Hapludults"|"loamy"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578248|24242795
0|5|10|"Cuthbert"|"Series"|"No "|""|""|5|10|15|21|37|49|""||||"Class 1"|""|""|""|"No"|"Well drained"|91|137|183|80|150|220|"interfluves on coastal plains"||||18|19|20|1016|1143|1270||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, mixed, semiactive, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"fine"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578248|24242796
0|5|10|"Iulus"|"Series"|"No "|""|""|0|0.5|1|30|30|61|""||||"Class 1"|""|""|""|"No"|"Moderately well drained"|91|137|183|80|150|220|"flood plains on coastal plains"||||18|19|19|1016|1143|1270||||211|218|237||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Coarse-loamy, siliceous, active, thermic Fluvaquentic Dystrudepts"|"Inceptisols"|"Udepts"|"Dystrudepts"|"Fluvaquentic Dystrudepts"|"coarse-loamy"|"not used"|"active"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578248|24242797
0|5|10|"Naconiche"|"Series"|"No "|""|""|0|1|2|30|61|91|""||||"Class 1"|"Tree cover"|""|"Wooded under natural conditions"|"Yes"|"Very poorly drained"|91|137|183|80|150|220|"flood plains on coastal plains"||||18|19|20|1016|1143|1270||||||||""|||""|||"10"|||||||||||||||||||"None"|||||||""|""|""|"Sandy, siliceous, thermic Cumulic Humaquepts"|"Inceptisols"|"Aquepts"|"Humaquepts"|"Cumulic Humaquepts"|"sandy"|"not used"|"not used"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578248|24242798
0|5|10|"Kirvin"|"Series"|"No "|""|""|1|3|5|49|61|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|91|137|183|80|150|220|"interfluves on coastal plains"||||18|19|19|1016|1143|1270||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, mixed, semiactive, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"fine"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578248|24242799
