"comppct_l"|"comppct_r"|"comppct_h"|"compname"|"compkind"|"majcompflag"|"otherph"|"localphase"|"slope_l"|"slope_r"|"slope_h"|"slopelenusle_l"|"slopelenusle_r"|"slopelenusle_h"|"runoff"|"tfact"|"wei"|"weg"|"erocl"|"earthcovkind1"|"earthcovkind2"|"hydricon"|"hydricrating"|"drainagecl"|"elev_l"|"elev_r"|"elev_h"|"aspectccwise"|"aspectrep"|"aspectcwise"|"geomdesc"|"albedodry_l"|"albedodry_r"|"albedodry_h"|"airtempa_l"|"airtempa_r"|"airtempa_h"|"map_l"|"map_r"|"map_h"|"reannualprecip_l"|"reannualprecip_r"|"reannualprecip_h"|"ffd_l"|"ffd_r"|"ffd_h"|"nirrcapcl"|"nirrcapscl"|"nirrcapunit"|"irrcapcl"|"irrcapscl"|"irrcapunit"|"cropprodindex"|"constreeshrubgrp"|"wndbrksuitgrp"|"rsprod_l"|"rsprod_r"|"rsprod_h"|"foragesuitgrpid"|"wlgrain"|"wlgrass"|"wlherbaceous"|"wlshrub"|"wlconiferous"|"wlhardwood"|"wlwetplant"|"wlshallowwat"|"wlrangeland"|"wlopenland"|"wlwoodland"|"wlwetland"|"soilslippot"|"frostact"|"initsub_l"|"initsub_r"|"initsub_h"|"totalsub_l"|"totalsub_r"|"totalsub_h"|"hydgrp"|"corcon"|"corsteel"|"taxclname"|"taxorder"|"taxsuborder"|"taxgrtgroup"|"taxsubgrp"|"taxpartsize"|"taxpartsizemod"|"taxceactcl"|"taxreaction"|"taxtempcl"|"taxmoistscl"|"taxtempregime"|"soiltaxedition"|"castorieindex"|"flecolcomnum"|"flhe"|"flphe"|"flsoilleachpot"|"flsoirunoffpot"|"fltemik2use"|"fltriumph2use"|"indraingrp"|"innitrateleachi"|"misoimgmtgrp"|"vasoimgtgrp"|"mukey"|"cokey"
0|5|5|"Tenaha"|"Series"|"No "|""|""|1|3|5|49|61|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|122|168|213|80|150|220|"interfluves on coastal plains"||||17|19|20|1016|1143|1270||||230|245|260||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Arenic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Arenic Hapludults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575627|24232370
85|85|100|"Darco"|"Series"|"Yes"|""|""|1|5|8|40|49|91|"Very low"|5|134|2|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Somewhat excessively drained"|122|168|213|80|150|220|"interfluves on coastal plains"||0.3||17|19|20|1016|1143|1270||||230|245|260|3|"s"||3|"s"|||"7s"|||||||||||||||||||"None"|0|0|0|0|0|0|"A"|"Moderate"|"Low"|"Loamy, siliceous, semiactive, thermic Grossarenic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Grossarenic Paleudults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575627|24232371
0|5|5|"Kirvin"|"Series"|"No "|""|""|1|3|5|49|61|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|122|168|213|80|150|220|"interfluves on coastal plains"||||17|19|20|1016|1143|1270||||230|245|260||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, mixed, semiactive, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"fine"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575627|24232372
|90||"Alto"|"Series"|"Yes"|""|""|1|2|3|61|61|91|"Medium"|5|48|6|"Class 1"|"Grass/herbaceous cover"|""|""|"No"|"Moderately well drained"|91|137|183|80|150|220|"saddles on interfluves on coastal plains"||0.3||18|19|20|1016|1092|1168||||240|253|265|2|"e"|||""|||"1"|||||||||||||||||||"None"|0|0|0||||"C"|"Moderate"|"High"|"Fine-loamy, siliceous, thermic Typic Hapludalfs"|"Alfisols"|"Udalfs"|"Hapludalfs"|"Typic Hapludalfs"|"fine-loamy"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||575628|24232092
0|5|10|"Nacogdoches"|"Series"|"No "|""|""|1|5|8|40|49|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|91|137|183|80|150|220|"interfluves on coastal plains"||||18|19|20|1016|1092|1168||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, kaolinitic, thermic Rhodic Paleudalfs"|"Alfisols"|"Udalfs"|"Paleudalfs"|"Rhodic Paleudalfs"|"fine"|"not used"|"not used"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||575628|24232093
0|5|10|"Chireno"|"Series"|"No "|""|""|0|1|2|30|61|91|""||||"Class 1"|""|""|""|"No"|"Moderately well drained"|91|137|183|80|150|220|"stream terraces on coastal plains"||||18|19|20|1016|1092|1168||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, mixed, superactive, thermic Pachic Argiudolls"|"Mollisols"|"Udolls"|"Argiudolls"|"Pachic Argiudolls"|"fine"|"not used"|"superactive"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||575628|24232094
0|10|10|"Rentzel"|"Series"|"No "|""|""|0|2|4|30|91|91|""||||"Class 1"|""|""|""|"No"|"Moderately well drained"|122|168|213|80|150|220|"interfluves on coastal plains"||||17|19|20|1016|1143|1270||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Arenic Plinthaquic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Arenic Plinthaquic Paleudults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||575629|24232193
0|10|10|"Tenaha"|"Series"|"No "|""|""|5|13|20|15|27|49|""||||"Class 1"|""|""|""|"No"|"Well drained"|122|168|213|80|150|220|"interfluves on coastal plains"||||17|19|20|1016|1143|1270||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Arenic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Arenic Hapludults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||575629|24232194
80|80|100|"Darco"|"Series"|"Yes"|""|""|8|14|20|15|24|40|"Very low"|5|134|2|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Somewhat excessively drained"|122|168|213|80|150|220|"interfluves on coastal plains"||0.3||17|19|20|1016|1143|1270||||230|245|260|6|"e"||6|"e"|||"7s"|||||||||||||||||||"None"|0|0|0|0|0|0|"A"|"Moderate"|"Low"|"Loamy, siliceous, semiactive, thermic Grossarenic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Grossarenic Paleudults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||575629|24232195
|50||"Darco"|"Series"|"Yes"|""|""|1|5|8|40|49|91|"Very low"|5|134|2|"Class 1"|"Artificial cover"|""|""|"No"|"Somewhat excessively drained"|122|168|213|80|150|220|"interfluves on coastal plains"||0.23||17|19|20|1016|1143|1270||||230|245|260|3|"s"|||""|||"7s"|||||||||||||||||||"None"|0|0|0||||"A"|"Moderate"|"Low"|"Loamy, siliceous, thermic Grossarenic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Grossarenic Paleudults"|"loamy"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||575630|24232253
|35||"Urban land"|"Miscellaneous area"|"Yes"|""|""|1|5|8|40|49|91|"High"||0|8|"Class 1"|"Artificial cover"|"Urban and built-up"|""|"No"|""|0|610|1219||||"urban land on interfluves on coastal plains"||||12|18|23|203|864|1524||||180|245|310|8|""|||""|||"Not rated"|||||||||||||||||||"None"|0|0|0||||"D"|""|""|""|""|""|""|""|""|""|""|""|""|""|"thermic"|""|||||||"N/A"|"N/A"|||||575630|24232254
0|5|10|"Briley"|"Series"|"No "|""|""|1|5|8|40|49|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|122|168|213|80|150|220|"interfluves on coastal plains"||||17|19|20|1016|1143|1270||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Arenic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Arenic Paleudults"|"loamy"|"not used"|"semiactive"|""|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||575630|24232255
5|10|15|"Lilbert"|"Series"|"No "|""|""|1|5|8|40|49|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|122|168|213|80|150|220|"interfluves on coastal plains"||||17|19|20|1016|1143|1270||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Arenic Plinthic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Arenic Plinthic Paleudults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||575630|24232256
|60||"Darco"|"Series"|"Yes"|""|""|8|17|25|15|18|40|"Very low"|5|134|2|"Class 1"|"Tree cover"|""|""|"No"|"Somewhat excessively drained"|122|168|213|80|150|220|"interfluves on coastal plains"||0.23||17|19|20|1016|1143|1270||||230|245|260|6|"e"|||""|||"7s"|||||||||||||||||||"None"|0|0|0||||"A"|"Moderate"|"Low"|"Loamy, siliceous, thermic Grossarenic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Grossarenic Paleudults"|"loamy"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||575631|24232257
5|10|15|"Tenaha"|"Series"|"No "|""|""|5|13|20|15|27|49|""||||"Class 1"|""|""|""|"No"|"Well drained"|122|168|213|80|150|220|"interfluves on coastal plains"||||17|19|20|1016|1143|1270||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Arenic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Arenic Hapludults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||575631|24232258
|30||"Urban land"|"Miscellaneous area"|"Yes"|""|""|5|7|8|40|43|49|"High"||0|8|"Class 1"|"Artificial cover"|"Urban and built-up"|""|"No"|""|0|610|1219||||"urban land on interfluves on coastal plains"||||12|18|23|203|864|1524||||180|245|310|8|""|||""|||"Not rated"|||||||||||||||||||"None"|0|0|0||||"D"|""|""|""|""|""|""|""|""|""|""|""|""|""|"thermic"|""|||||||"N/A"|"N/A"|||||575631|24232259
85|90|100|"Etoile"|"Series"|"Yes"|""|""|1|3|5|61|61|91|"Very high"|5|56|5|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Moderately well drained"|61|95|128|80|150|220|"interfluves on coastal plains"||0.42||18|19|20|1067|1194|1321||||230|235|240|4|"e"||4|"e"|||"4c"|||||||||||||||||||"None"|0|0|0|0|0|0|"D"|"Moderate"|"High"|"Fine, smectitic, thermic Vertic Hapludalfs"|"Alfisols"|"Udalfs"|"Hapludalfs"|"Vertic Hapludalfs"|"fine"|"not used"|"not used"|"not used"|"thermic"|"Typic"|"thermic"|"thirteenth edition"|||||||"N/A"|"N/A"|||||575632|24232244
0|5|10|"Naclina"|"Series"|"No "|""|""|1|5|15|61|61|91|"High"||||"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|61|95|128|80|150|220|"interfluves on coastal plains"||0.16||18|19|20|1067|1194|1321||||230|235|240||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, smectitic, thermic Chromic Hapluderts"|"Vertisols"|"Uderts"|"Hapluderts"|"Chromic Hapluderts"|"fine"|"not used"|"not used"|"not used"|"thermic"|"Typic"|"thermic"|"thirteenth edition"|||||||"N/A"|"N/A"|||||575632|24232245
0|5|10|"Woodtell"|"Series"|"No "|""|""|1|5|15|61|61|91|"Very high"||||"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|61|95|128|80|150|220|"interfluves on coastal plains"||0.23||18|19|20|1067|1194|1321||||230|235|240||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, smectitic, thermic Vertic Hapludalfs"|"Alfisols"|"Udalfs"|"Hapludalfs"|"Vertic Hapludalfs"|"fine"|"not used"|"not used"|"not used"|"thermic"|"Typic"|"thermic"|"thirteenth edition"|||||||"N/A"|"N/A"|||||575632|24232246
|85||"Etoile"|"Series"|"Yes"|""|""|5|13|20|15|27|49|"Very high"|5|56|5|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Moderately well drained"|61|95|128|80|150|220|"interfluves on coastal plains"||0.23||18|19|20|1067|1194|1321||||230|235|240|6|"e"|||""|||"4c"|||||||||||||||||||"None"|0|0|0||||"D"|"Moderate"|"High"|"Fine, montmorillonitic, thermic Vertic Hapludalfs"|"Alfisols"|"Udalfs"|"Hapludalfs"|"Vertic Hapludalfs"|"fine"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||575633|24232414
10|15|20|"LaCerda"|"Series"|"No "|""|""|5|13|20|15|27|49|""||||"Class 1"|""|""|""|"No"|"Moderately well drained"|61|95|128|80|150|220|"interfluves on coastal plains"||||18|19|20|1067|1194|1321||||230|233|238||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Very-fine, smectitic, thermic Chromic Dystruderts"|"Vertisols"|"Uderts"|"Dystruderts"|"Chromic Dystruderts"|"very-fine"|"not used"|"not used"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575633|24232415
|75||"Hannahatchee"|"Series"|"Yes"|""|""|0|0.5|1|30|30|61|"Negligible"|5|56|5|"Class 1"|"Tree cover"|""|""|"No"|"Well drained"|27|41|55|80|150|220|"flood plains on coastal plains"||0.23||18|19|20|1016|1143|1270||||235|248|260|5|"w"|||""|||"3f"|||||||||||||||||||"None"|0|0|0||||"B"|"Low"|"Moderate"|"Fine-loamy, siliceous, thermic Dystric Fluventic Eutrochrepts"|"Inceptisols"|"Ochrepts"|"Eutrochrepts"|"Dystric Fluventic Eutrochrepts"|"fine-loamy"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||575634|24232260
10|15|20|"Iulus"|"Series"|"No "|""|""|0|0.5|1|30|30|61|""||||"Class 1"|""|""|""|"No"|"Moderately well drained"|27|41|55|80|150|220|"flood plains on coastal plains"||||18|19|20|1016|1143|1270||||||||""|||""|||"10"|||||||||||||||||||"None"|||||||""|""|""|"Coarse-loamy, siliceous, active, thermic Fluvaquentic Dystrudepts"|"Inceptisols"|"Udepts"|"Dystrudepts"|"Fluvaquentic Dystrudepts"|"coarse-loamy"|"not used"|"active"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575634|24232261
0|5|10|"Tuscosso"|"Series"|"No "|""|""|0|0.5|1|30|30|61|""||||"Class 1"|""|""|""|"No"|"Moderately well drained"|27|41|55|80|150|220|"flood plains on coastal plains"||||18|19|20|1016|1143|1270||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, mixed, active, thermic Dystric Fluventic Eutrudepts"|"Inceptisols"|"Udepts"|"Eutrudepts"|"Dystric Fluventic Eutrudepts"|"fine"|"not used"|"active"|""|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||575634|24232262
0|5|10|"Marietta"|"Series"|"No "|""|""|0|0.5|1|30|30|61|""||||"Class 1"|""|""|""|"No"|"Moderately well drained"|27|41|55|80|150|220|"flood plains on coastal plains"||||18|19|20|1016|1143|1270||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine-loamy, siliceous, active, thermic Fluvaquentic Eutrudepts"|"Inceptisols"|"Udepts"|"Eutrudepts"|"Fluvaquentic Eutrudepts"|"fine-loamy"|"not used"|"active"|""|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||575634|24232263
|35||"Urban land"|"Miscellaneous area"|"Yes"|""|""|0|0.5|1|30|30|61|"High"||0|8|"Class 1"|"Artificial cover"|"Urban and built-up"|""|"No"|""|0|610|1219||||"urban land on flood plains on coastal plains"||||12|18|23|203|864|1524||||180|245|310|8|""|||""|||"Not rated"|||||||||||||||||||"None"|0|0|0||||"D"|""|""|""|""|""|""|""|""|""|""|""|""|""|"thermic"|""|||||||"N/A"|"N/A"|||||575635|24232225
|50||"Hannahatchee"|"Series"|"Yes"|""|""|0|0.5|1|30|30|61|"Negligible"|5|56|5|"Class 1"|"Artificial cover"|""|""|"No"|"Well drained"|27|41|55|80|150|220|"flood plains on coastal plains"||0.23||18|19|20|1016|1143|1270||||235|248|260|5|"w"|||""|||"3f"|||||||||||||||||||"None"|0|0|0||||"B"|"Low"|"Low"|"Fine-loamy, siliceous, thermic Dystric Fluventic Eutrochrepts"|"Inceptisols"|"Ochrepts"|"Eutrochrepts"|"Dystric Fluventic Eutrochrepts"|"fine-loamy"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||575635|24232226
10|15|20|"Tuscosso"|"Series"|"No "|""|""|0|0.5|1|30|30|61|""||||"Class 1"|""|""|""|"No"|"Moderately well drained"|27|41|55|80|150|220|"flood plains on coastal plains"||||18|19|20|1016|1143|1270||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, mixed, active, thermic Dystric Fluventic Eutrudepts"|"Inceptisols"|"Udepts"|"Eutrudepts"|"Dystric Fluventic Eutrudepts"|"fine"|"not used"|"active"|""|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||575635|24232227
90|90|100|"Kirvin"|"Series"|"Yes"|""|""|1|5|8|40|49|91|"High"|4|86|3|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|50|116|181|80|150|220|"interfluves on coastal plains"||0.23||18|18|19|1194|1295|1372||||225|231|238|3|"e"||3|"e"|||"4"|||||||||||||||||||"None"|0|0|0|0|0|0|"C"|"High"|"Moderate"|"Fine, mixed, semiactive, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"fine"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575637|24232065
0|10|10|"Bowie"|"Series"|"No "|""|""|1|5|8|40|49|91|""|5|86|3|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|50|116|181|80|150|220|"interfluves on coastal plains"||||18|18|19|1194|1295|1372||||225|231|238|3|"e"||3|"e"|||"Not rated"|||||||||||||||||||"None"|0|0|0|0|0|0|"C"|"Moderate"|"High"|"Fine-loamy, siliceous, semiactive, thermic Plinthic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Plinthic Paleudults"|"fine-loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575637|24232066
|90||"Kirvin"|"Series"|"Yes"|""|""|1|5|8|40|49|91|"High"|4|56|5|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|122|160|198|80|150|220|"interfluves on coastal plains"||0.23||18|19|20|1016|1118|1219||||235|253|270|4|"e"|||""|||"6"|||||||||||||||||||"None"|0|0|0||||"C"|"High"|"Moderate"|"Clayey, mixed, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"clayey"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||575638|24232416
5|10|15|"Cuthbert"|"Series"|"No "|""|""|8|14|20|15|24|40|""||||"Class 1"|""|""|""|"No"|"Well drained"|122|160|198|80|150|220|"interfluves on coastal plains"||||18|19|20|1016|1118|1219||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, mixed, semiactive, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"fine"|"not used"|"semiactive"|""|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||575638|24232417
0|5|10|"Nacogdoches"|"Series"|"No "|""|""|1|5|8|40|49|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|91|137|183|80|150|220|"interfluves on coastal plains"||||18|19|20|1016|1092|1168||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, kaolinitic, thermic Rhodic Paleudalfs"|"Alfisols"|"Udalfs"|"Paleudalfs"|"Rhodic Paleudalfs"|"fine"|"not used"|"not used"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||575639|24231952
85|90|100|"Alto"|"Series"|"Yes"|""|""|0|0.5|1|30|30|61|"Low"|5|48|6|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Moderately well drained"|91|137|183|80|150|220|"saddles on interfluves on coastal plains"||0.3||18|19|20|1016|1092|1168||||240|253|265|1|""||1|""|||"1"|||||||||||||||||||"None"|0|0|0|0|0|0|"C"|"Moderate"|"High"|"Fine-loamy, siliceous, active, thermic Typic Hapludalfs"|"Alfisols"|"Udalfs"|"Hapludalfs"|"Typic Hapludalfs"|"fine-loamy"|"not used"|"active"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||575639|24231953
0|5|10|"Chireno"|"Series"|"No "|""|""|0|1|2|30|61|91|""||||"Class 1"|""|""|""|"No"|"Moderately well drained"|91|137|183|80|150|220|"stream terraces on coastal plains"||||18|19|20|1016|1092|1168||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, mixed, superactive, thermic Pachic Argiudolls"|"Mollisols"|"Udolls"|"Argiudolls"|"Pachic Argiudolls"|"fine"|"not used"|"superactive"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||575639|24231954
|55||"Kirvin"|"Series"|"Yes"|""|""|1|3|5|49|61|91|"Medium"|4|86|3|"Class 1"|"Artificial cover"|""|""|"No"|"Well drained"|122|160|198|80|150|220|"interfluves on coastal plains"||0.23||18|19|20|1016|1118|1219||||235|253|270|3|"e"|||""|||"4c"|||||||||||||||||||"None"|0|0|0||||"C"|"High"|"High"|"Clayey, mixed, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"clayey"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||575640|24232104
0|5|10|"Sacul"|"Series"|"No "|""|""|1|3|5|49|61|91|""||||"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Moderately well drained"|122|160|198|80|150|220|"interfluves on coastal plains"||||18|19|20|1016|1118|1219||||217|228|238||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, mixed, active, thermic Aquic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Aquic Hapludults"|"fine"|"not used"|"active"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575640|24232105
|35||"Urban land"|"Miscellaneous area"|"Yes"|""|""|1|3|5|49|61|91|"High"||0|8|"Class 1"|"Artificial cover"|"Urban and built-up"|""|"No"|""|0|610|1219||||"urban land on interfluves on coastal plains"||||12|18|23|203|864|1524||||180|245|310|8|""|||""|||"Not rated"|||||||||||||||||||"None"|0|0|0||||"D"|""|""|""|""|""|""|""|""|""|""|""|""|""|"thermic"|""|||||||"N/A"|"N/A"|||||575640|24232106
0|5|10|"Bowie"|"Series"|"No "|""|""|2|4|5|49|55|91|""||||"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|122|160|198|80|150|220|"interfluves on coastal plains"||||18|19|20|1016|1118|1219||||217|228|238||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine-loamy, siliceous, semiactive, thermic Plinthic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Plinthic Paleudults"|"fine-loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575640|24232107
|85||"Kirvin"|"Series"|"Yes"|""|""|2|5|8|40|49|91|"High"|4|56|5|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|122|160|198|80|150|220|"interfluves on coastal plains"||0.23||18|19|20|1016|1118|1219||||235|253|270|6|"e"|||""|||"6a"|||||||||||||||||||"None"|0|0|0||||"C"|"High"|"High"|"Clayey, mixed, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"clayey"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||575641|24232102
10|15|20|"Cuthbert"|"Series"|"No "|""|""|8|14|20|15|24|40|""||||"Class 1"|""|""|""|"No"|"Well drained"|122|160|198|80|150|220|"interfluves on coastal plains"||||18|19|20|1016|1118|1219||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, mixed, semiactive, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"fine"|"not used"|"semiactive"|""|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||575641|24232103
2|5|7|"Sacul"|"Series"|"No "|""|""|1|3|5|49|61|91|""||||"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Moderately well drained"|49|111|172|80|150|220|"interfluves on coastal plains"||||17|18|19|1067|1219|1372||||217|228|238||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, mixed, active, thermic Aquic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Aquic Hapludults"|"fine"|"not used"|"active"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575642|24232089
3|5|8|"Bowie"|"Series"|"No "|""|""|2|4|5|49|55|91|""||||"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|49|111|172|80|150|220|"interfluves on coastal plains"||||17|18|19|1067|1219|1372||||217|228|238||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine-loamy, siliceous, semiactive, thermic Plinthic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Plinthic Paleudults"|"fine-loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||575642|24232090
